code_mission_et_indicateur;Type de secteur;Budget;Code Mission;Mission;Code Programme;Programme;Code Objectif;Libellé Objectif;Ref programme pour objectif mission ou mention 'Objectif mission' pour objectif programme;Code Indicateur;Libellé Indicateur;Ref programme pour indicateur mission ou mention 'Indicateur mission' pour indicateur programme;Facteur de performance;Code Sous Indicateur;Libellé Sous Indicateur;Unité;Cotation Budget Vert / Egalité HF;2022 Réalisation;2023 Réalisation;2024 Cible (PAP 2024);2025 Cible;2026 Cible;2027 Cible
DB-P305-1-1;Programme;BG;DB;Économie;P305;Stratégies économiques;P305-1;Assurer la qualité de l'analyse et des prévisions présentées dans le projet de loi de finances, dans le domaine des évolutions économiques et dans celui des recettes fiscales;;P305-1-1;Fiabilité comparée, au vu des réalisations, des prévisions du Gouvernement présentées dans le RESF et de celles des instituts de conjoncture;;Citoyen;16197.0;Ecart prévision de croissance du Gouvernement / réalisation;points;;1,4;0,1;;;;
DB-P305-1-2;Programme;BG;DB;Économie;P305;Stratégies économiques;P305-1;Assurer la qualité de l'analyse et des prévisions présentées dans le projet de loi de finances, dans le domaine des évolutions économiques et dans celui des recettes fiscales;;P305-1-2;Fiabilité des prévisions de recettes fiscales nettes;;Citoyen;2828.0;Ecart prévision de recettes fiscales / réalisation;%;;+10,7% (par rapport à la prévision du PLF 2022);-2,3% (par rapport à la prévision du PLFG 2023);Non déterminé;Non déterminé;Non déterminé;Non déterminé
DB-P305-1-2;Programme;BG;DB;Économie;P305;Stratégies économiques;P305-1;Assurer la qualité de l'analyse et des prévisions présentées dans le projet de loi de finances, dans le domaine des évolutions économiques et dans celui des recettes fiscales;;P305-1-2;Fiabilité des prévisions de recettes fiscales nettes;;Citoyen;802.0;Montant de recettes fiscales;Md€;;323,3;322,9;349,4;Non déterminé;Non déterminé;Non déterminé
DB-P305-2-1;Programme;BG;DB;Économie;P305;Stratégies économiques;P305-2;Assurer l'efficacité du réseau international de la Direction générale du Trésor;;P305-2-1;Taux de satisfaction des acteurs économiques locaux sur l'action des services économiques;;Citoyen;30373.0;Taux de satisfaction des acteurs économiques locaux sur l'action des services économiques;%;;82;83;91;92;93;94
DB-P305-2-2;Programme;BG;DB;Économie;P305;Stratégies économiques;P305-2;Assurer l'efficacité du réseau international de la Direction générale du Trésor;;P305-2-2;Taux de réponse de la DG Trésor aux demandes d'avis adressées aux services économiques par la représentation permanente de la France auprès de l'Organisation de coopération et de développement économiques (OCDE) et par le bureau de l'administrateur pour la France au Fonds monétaire international (FMI);;Citoyen;30372.0;Taux de réponse de la DG Trésor aux demandes d'avis adressées aux services économiques par la représentation permanente de la France auprès de l'OCDE et par le bureau de l'administrateur pour la France au FMI;%;;97;98;100;100;100;100
DB-P305-3-1;Programme;BG;DB;Économie;P305;Stratégies économiques;P305-3;Assurer un traitement efficace du surendettement;;P305-3-1;Capacité de la Banque de France à traiter dans les meilleurs délais un dossier de surendettement;;Usager;19831.0;Délai moyen de traitement d'un dossier sur l'ensemble de la procédure;mois;;3,47;3,61;4,50;4,3;4;4
DB-P305-3-2;Programme;BG;DB;Économie;P305;Stratégies économiques;P305-3;Assurer un traitement efficace du surendettement;;P305-3-2;Efficience du traitement des dossiers de surendettement;;Contribuable;20766.0;Coût complet du traitement d'un dossier de surendettement;€;;961;984;976;993;966;961
DB-P305-3-2;Programme;BG;DB;Économie;P305;Stratégies économiques;P305-3;Assurer un traitement efficace du surendettement;;P305-3-2;Efficience du traitement des dossiers de surendettement;;Contribuable;24004.0;Nombre moyen de dossiers traités par agents;Nombre/agent;;236;239;240;240;246;247
DB-P343-1-1;Programme;BG;DB;Économie;P343;Plan France Très haut débit;P343-1;Généralisation de la couverture en fibre optique sur l’ensemble du territoire à l'horizon 2025;;P343-1-1;Nombre cumulé de locaux (foyers et entreprises) éligibles à la FttH au titre de l’année N dans la zone d’initiative publique France entière;;Usager;23823.0;Nombre cumulé de locaux (foyers et entreprises) éligibles à la FttH au titre de l’année N dans la zone d’initiative publique France entière;millions;;10,8;12,4;16,4;16,9;17,3;17,6
DB-P343-2-1;Programme;BG;DB;Économie;P343;Plan France Très haut débit;P343-2;Accompagner la montée en compétences numériques de la population française;;P343-2-1;Déployer le dispositif des conseillers numériques;;Citoyen;31615.0;Nombre d’usagers ayant bénéficié d’un accompagnement à la montée en compétences numérique;millions;;Sans objet;Sans objet;Sans objet;0,4;0,16;0
DB-P343-2-1;Programme;BG;DB;Économie;P343;Plan France Très haut débit;P343-2;Accompagner la montée en compétences numériques de la population française;;P343-2-1;Déployer le dispositif des conseillers numériques;;Citoyen;31616.0;Nombre d’accompagnement à la montée en compétences numériques;millions;;Sans objet;Sans objet;Sans objet;0,67;0,26;0
DC-MDC-1-1;Mission;BG;DC;Direction de l'action du Gouvernement;;;MDC-1;Favoriser l'adoption, dans les meilleurs délais, des décrets d'application des lois et des mesures de transposition des directives européennes;(Objectif du P129);MDC-1-1;Taux d'application des lois;(Indicateur du P129);Citoyen;20904.0;Nombre cumulé de mesures appliquées dans un délai entre 6 et 12 mois pendant la législature;Nb;;782;54;Non déterminé;Non déterminé;Non déterminé;Non déterminé
DC-MDC-1-1;Mission;BG;DC;Direction de l'action du Gouvernement;;;MDC-1;Favoriser l'adoption, dans les meilleurs délais, des décrets d'application des lois et des mesures de transposition des directives européennes;(Objectif du P129);MDC-1-1;Taux d'application des lois;(Indicateur du P129);Citoyen;21027.0;Nombre cumulé de mesures appliquées dans un délai supérieur à 12 mois pendant la législature;Nb;;340;24;Non déterminé;Non déterminé;Non déterminé;Non déterminé
DC-MDC-1-1;Mission;BG;DC;Direction de l'action du Gouvernement;;;MDC-1;Favoriser l'adoption, dans les meilleurs délais, des décrets d'application des lois et des mesures de transposition des directives européennes;(Objectif du P129);MDC-1-1;Taux d'application des lois;(Indicateur du P129);Citoyen;21026.0;Nombre cumulé de mesures appliquées dans un délai inférieur ou égal à 6 mois pendant la législature;Nb;;1639;202;Non déterminé;Non déterminé;Non déterminé;Non déterminé
DC-MDC-1-1;Mission;BG;DC;Direction de l'action du Gouvernement;;;MDC-1;Favoriser l'adoption, dans les meilleurs délais, des décrets d'application des lois et des mesures de transposition des directives européennes;(Objectif du P129);MDC-1-1;Taux d'application des lois;(Indicateur du P129);Citoyen;10332.0;Taux d’application des lois de plus de six mois promulguées depuis le début de la législature;%;;90;70;Non déterminé;Non déterminé;Non déterminé;Non déterminé
DC-MDC-1-2;Mission;BG;DC;Direction de l'action du Gouvernement;;;MDC-1;Favoriser l'adoption, dans les meilleurs délais, des décrets d'application des lois et des mesures de transposition des directives européennes;(Objectif du P129);MDC-1-2;Taux de déficit de transposition des directives européennes;(Indicateur du P129);Citoyen;15682.0;Taux de déficit de transposition des directives européennes;%;;0,3;0,1;1;1;1;1
DC-MDC-2-1;Mission;BG;DC;Direction de l'action du Gouvernement;;;MDC-2;Améliorer la sécurité et la performance des systèmes d'information de l'État;(Objectif du P129);MDC-2-1;Niveau de sécurité des systèmes d'information de l'État;(Indicateur du P129);Usager;7842.0;Maturité globale en sécurité des systèmes d'information de l'État;Note de 0 à 5;;3,1;3,3;3,6;3,8;4;4,1
DC-MDC-2-1;Mission;BG;DC;Direction de l'action du Gouvernement;;;MDC-2;Améliorer la sécurité et la performance des systèmes d'information de l'État;(Objectif du P129);MDC-2-1;Niveau de sécurité des systèmes d'information de l'État;(Indicateur du P129);Usager;18140.0;Niveau d'avancement des grands projets interministériels en matière de sécurité des systèmes d'information;%;;95;96;96;97;98;98
DC-MDC-2-1;Mission;BG;DC;Direction de l'action du Gouvernement;;;MDC-2;Améliorer la sécurité et la performance des systèmes d'information de l'État;(Objectif du P129);MDC-2-1;Niveau de sécurité des systèmes d'information de l'État;(Indicateur du P129);Usager;30580.0;Taux de réalisation du schéma directeur des systèmes d’information interministériels classifiés;%;;100;83%;100;100;100;100
DC-MDC-3-1;Mission;BG;DC;Direction de l'action du Gouvernement;;;MDC-3;Optimiser le recrutement et la formation initiale des Hauts fonctionnaires;(Objectif du P129);MDC-3-1;Dépenses consacrées au recrutement et à la formation initiale à l'INSP;(Indicateur du P129);Contribuable;30218.0;Coût de prise en charge employeur d’un élève de l'INSP en cycle international long;€;;4355;2197;4290;5967;6400;6074
DC-MDC-3-1;Mission;BG;DC;Direction de l'action du Gouvernement;;;MDC-3;Optimiser le recrutement et la formation initiale des Hauts fonctionnaires;(Objectif du P129);MDC-3-1;Dépenses consacrées au recrutement et à la formation initiale à l'INSP;(Indicateur du P129);Contribuable;10367.0;Coût complet annuel d'un élève de l'INSP;€;;95200;106999;103214;101241;102235;100582
DC-MDC-3-1;Mission;BG;DC;Direction de l'action du Gouvernement;;;MDC-3;Optimiser le recrutement et la formation initiale des Hauts fonctionnaires;(Objectif du P129);MDC-3-1;Dépenses consacrées au recrutement et à la formation initiale à l'INSP;(Indicateur du P129);Contribuable;30219.0;Coût pédagogique d’un élève de l'INSP en cycle international long;€;;25726;23861;31857;28754;29694;27928
DC-MDC-3-1;Mission;BG;DC;Direction de l'action du Gouvernement;;;MDC-3;Optimiser le recrutement et la formation initiale des Hauts fonctionnaires;(Objectif du P129);MDC-3-1;Dépenses consacrées au recrutement et à la formation initiale à l'INSP;(Indicateur du P129);Contribuable;30217.0;Coût pédagogique d’un élève de l'INSP en cycle classique;€;;28056;26676;34734;31140;32322;30386
DC-MDC-3-1;Mission;BG;DC;Direction de l'action du Gouvernement;;;MDC-3;Optimiser le recrutement et la formation initiale des Hauts fonctionnaires;(Objectif du P129);MDC-3-1;Dépenses consacrées au recrutement et à la formation initiale à l'INSP;(Indicateur du P129);Contribuable;30216.0;Coût de prise en charge employeur d’un élève de l'INSP en cycle classique;€;;67144;80323;83138;83860;85701;84677
DC-P129-1-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-1;Favoriser l'adoption, dans les meilleurs délais, des décrets d'application des lois et des mesures de transposition des directives européennes;(Objectif Mission);P129-1-1;Taux d'application des lois;(Indicateur Mission);Citoyen;20904.0;Nombre cumulé de mesures appliquées dans un délai entre 6 et 12 mois pendant la législature;Nb;;782;54;Non déterminé;Non déterminé;Non déterminé;Non déterminé
DC-P129-1-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-1;Favoriser l'adoption, dans les meilleurs délais, des décrets d'application des lois et des mesures de transposition des directives européennes;(Objectif Mission);P129-1-1;Taux d'application des lois;(Indicateur Mission);Citoyen;21026.0;Nombre cumulé de mesures appliquées dans un délai inférieur ou égal à 6 mois pendant la législature;Nb;;1639;202;Non déterminé;Non déterminé;Non déterminé;Non déterminé
DC-P129-1-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-1;Favoriser l'adoption, dans les meilleurs délais, des décrets d'application des lois et des mesures de transposition des directives européennes;(Objectif Mission);P129-1-1;Taux d'application des lois;(Indicateur Mission);Citoyen;10332.0;Taux d’application des lois de plus de six mois promulguées depuis le début de la législature;%;;90;70;Non déterminé;Non déterminé;Non déterminé;Non déterminé
DC-P129-1-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-1;Favoriser l'adoption, dans les meilleurs délais, des décrets d'application des lois et des mesures de transposition des directives européennes;(Objectif Mission);P129-1-1;Taux d'application des lois;(Indicateur Mission);Citoyen;21027.0;Nombre cumulé de mesures appliquées dans un délai supérieur à 12 mois pendant la législature;Nb;;340;24;Non déterminé;Non déterminé;Non déterminé;Non déterminé
DC-P129-1-2;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-1;Favoriser l'adoption, dans les meilleurs délais, des décrets d'application des lois et des mesures de transposition des directives européennes;(Objectif Mission);P129-1-2;Taux de déficit de transposition des directives européennes;(Indicateur Mission);Citoyen;15682.0;Taux de déficit de transposition des directives européennes;%;;0,3;0,1;1;1;1;1
DC-P129-2-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-2;Améliorer l'information du citoyen sur les actions du Gouvernement;;P129-2-1;Niveau d'information sur l'action du gouvernement;;Citoyen;21028.0;Nombre de visites cumulées et agrégées des sites de l'Etat;millions;;239;191;221;258;271;285
DC-P129-2-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-2;Améliorer l'information du citoyen sur les actions du Gouvernement;;P129-2-1;Niveau d'information sur l'action du gouvernement;;Citoyen;18127.0;Sentiment d'information sur l'action du gouvernement;%;;55;60;56;57;56;56
DC-P129-2-2;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-2;Améliorer l'information du citoyen sur les actions du Gouvernement;;P129-2-2;Niveau de connaissance des citoyens sur le danger des drogues;;Citoyen;20322.0;Niveau de connaissance des citoyens sur le danger des drogues;%;;75;75;78;79;79;80
DC-P129-3-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-3;Améliorer la coordination des actions interministérielles de lutte contre les drogues et les toxicomanies;;P129-3-1;Niveau de mobilisation des partenaires locaux dans la lutte contre les drogues;;Contribuable;20323.0;Niveau de mobilisation des partenaires locaux dans la lutte contre les drogues;%;;71;75;74;75;75;75
DC-P129-4-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-4;Eclairer la décision politique en offrant une expertise reconnue;;P129-4-1;Apport des travaux stratégiques et prospectifs pour éclairer l'action des pouvoirs publics et préparer les réformes;;Usager;18172.0;Visibilité médiatique des travaux du CGSP et des organismes associés à son réseau;Nb;;11267;12790;9400;9050;9050;9050
DC-P129-4-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-4;Eclairer la décision politique en offrant une expertise reconnue;;P129-4-1;Apport des travaux stratégiques et prospectifs pour éclairer l'action des pouvoirs publics et préparer les réformes;;Usager;24985.0;Nombre de visites sur le site de France Stratégie;Nb;;2050012;2408218;1550000;1650000;1700000;1700000
DC-P129-5-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-5;Améliorer la sécurité et la performance des systèmes d'information de l'État;(Objectif Mission);P129-5-1;Niveau de sécurité des systèmes d'information de l'État;(Indicateur Mission);Usager;7842.0;Maturité globale en sécurité des systèmes d'information de l'État;Note de 0 à 5;;3,1;3,3;3,6;3,8;4;4,1
DC-P129-5-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-5;Améliorer la sécurité et la performance des systèmes d'information de l'État;(Objectif Mission);P129-5-1;Niveau de sécurité des systèmes d'information de l'État;(Indicateur Mission);Usager;30580.0;Taux de réalisation du schéma directeur des systèmes d’information interministériels classifiés;%;;100;83%;100;100;100;100
DC-P129-5-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-5;Améliorer la sécurité et la performance des systèmes d'information de l'État;(Objectif Mission);P129-5-1;Niveau de sécurité des systèmes d'information de l'État;(Indicateur Mission);Usager;18140.0;Niveau d'avancement des grands projets interministériels en matière de sécurité des systèmes d'information;%;;95;96;96;97;98;98
DC-P129-5-2;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-5;Améliorer la sécurité et la performance des systèmes d'information de l'État;(Objectif Mission);P129-5-2;Taux de sites sensibles ayant subi un incident dont la durée globale est supérieure à 4h;;Usager;30367.0;Taux de sites sensibles ayant subi un incident dont la durée globale est supérieure à 4h;%;;3,5;2,3;2;2;1,8;1,5
DC-P129-6-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-6;Optimiser le recrutement et la formation initiale des Hauts fonctionnaires;(Objectif Mission);P129-6-1;Dépenses consacrées au recrutement et à la formation initiale à l'INSP;(Indicateur Mission);Contribuable;30218.0;Coût de prise en charge employeur d’un élève de l'INSP en cycle international long;€;;4355;2197;4290;5967;6400;6074
DC-P129-6-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-6;Optimiser le recrutement et la formation initiale des Hauts fonctionnaires;(Objectif Mission);P129-6-1;Dépenses consacrées au recrutement et à la formation initiale à l'INSP;(Indicateur Mission);Contribuable;10367.0;Coût complet annuel d'un élève de l'INSP;€;;95200;106999;103214;101241;102235;100582
DC-P129-6-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-6;Optimiser le recrutement et la formation initiale des Hauts fonctionnaires;(Objectif Mission);P129-6-1;Dépenses consacrées au recrutement et à la formation initiale à l'INSP;(Indicateur Mission);Contribuable;30217.0;Coût pédagogique d’un élève de l'INSP en cycle classique;€;;28056;26676;34734;31140;32322;30386
DC-P129-6-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-6;Optimiser le recrutement et la formation initiale des Hauts fonctionnaires;(Objectif Mission);P129-6-1;Dépenses consacrées au recrutement et à la formation initiale à l'INSP;(Indicateur Mission);Contribuable;30219.0;Coût pédagogique d’un élève de l'INSP en cycle international long;€;;25726;23861;31857;28754;29694;27928
DC-P129-6-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-6;Optimiser le recrutement et la formation initiale des Hauts fonctionnaires;(Objectif Mission);P129-6-1;Dépenses consacrées au recrutement et à la formation initiale à l'INSP;(Indicateur Mission);Contribuable;30216.0;Coût de prise en charge employeur d’un élève de l'INSP en cycle classique;€;;67144;80323;83138;83860;85701;84677
DC-P129-7-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-7;Accompagner les administrations dans leur transformation et la simplification de leurs relations avec les usagers;;P129-7-1;Ouverture et diffusion des données publiques;;Citoyen;30353.0;Score de qualité moyen des 1 000 jeux de données les plus téléchargés de la plateforme data.gouv.fr;Nb;;Sans objet;Sans objet;75;80;85;90
DC-P129-7-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-7;Accompagner les administrations dans leur transformation et la simplification de leurs relations avec les usagers;;P129-7-1;Ouverture et diffusion des données publiques;;Citoyen;30354.0;Indice de satisfaction des usagers telle qu'issue de l'Observatoire de la dématérialisation de qualité;%;;65,7;53;100;100;100;100
DC-P129-7-2;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-7;Accompagner les administrations dans leur transformation et la simplification de leurs relations avec les usagers;;P129-7-2;Qualité des démarches en ligne;;Usager;31313.0;Accessibilité numérique : Taux de démarches 100% conformes au RGAA;%;;Sans objet;Sans objet;75;100;100;100
DC-P129-8-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-8;S’assurer de l’efficacité du financement des produits des ministères;;P129-8-1;Taux de projets financés par des fonds affectés à la DINUM ayant atteint leurs objectifs;;Citoyen;31604.0;Taux de projets financés par des fonds affectés à la DINUM ayant atteint leurs objectifs;%;;Sans objet;Sans objet;Sans objet;80;82,9;89
DC-P129-8-2;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-8;S’assurer de l’efficacité du financement des produits des ministères;;P129-8-2;Nombre de produits devenus des services public à impact national majeur au cours de l'année;;Citoyen;30157.0;Nombre de produits devenus des services public à impact national majeur au cours de l’année;Nb;;6;6;7;5;5;5
DC-P129-9-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-9;Optimiser le coût et la gestion des fonctions support;;P129-9-1;Efficience de la gestion immobilière;;Contribuable;18133.0;Surface Utile Brute (SUB)/nombre de résidents;€/m²;;Sans objet;Sans objet;23,18;23,38;Non déterminé;Non déterminé
DC-P129-9-2;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-9;Optimiser le coût et la gestion des fonctions support;;P129-9-2;Respect des coûts et délais des grands projets d'investissement;;Contribuable;30355.0;Pourcentage de glissements budgétaire et calendaire des projets SI de l’État;%;;25,2;14,95;20;20;20;20
DC-P129-9-3;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-9;Optimiser le coût et la gestion des fonctions support;;P129-9-3;Efficience de la fonction achat;;Contribuable;21029.0;Gains relatifs aux actions achat (DAE + actions ministérielles propres);M€;;7,31;6,77;Non déterminé;Non déterminé;Non déterminé;Non déterminé
DC-P129-10-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-10;Améliorer le délai d'instruction des demandes d'indemnisation des victimes des essais nucléaires;;P129-10-1;Délais moyens d’instruction et de paiement des demandes d’indemnisation des victimes des essais nucléaires;;Citoyen;30370.0;Délai d’instruction des demandes d’indemnisation. Délai allant de la réception d’un dossier complet à la décision du Collège;mois;;7;7;7;7;7;7
DC-P129-10-1;Programme;BG;DC;Direction de l'action du Gouvernement;P129;Coordination du travail gouvernemental;P129-10;Améliorer le délai d'instruction des demandes d'indemnisation des victimes des essais nucléaires;;P129-10-1;Délais moyens d’instruction et de paiement des demandes d’indemnisation des victimes des essais nucléaires;;Citoyen;30371.0;Délai de paiement de l’indemnisation. Délai allant de la réception de l’expertise médicale (rapport définitif) à l’établissement du certificat administratif pour mise en paiement;mois;;2;2;2;2;2;2
DC-P308-1-1;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-1;Commission nationale de l'informatique et des libertés (CNIL);;P308-1-1;Délai moyen d'instruction des dossiers et de transmission d'un avis au gouvernement par la CNIL;;Usager;22012.0;Délai moyen de première réponse aux saisines reçues par les services gestionnaires des plaintes de la CNIL;jours;;89;94;90;85;80;80
DC-P308-1-1;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-1;Commission nationale de l'informatique et des libertés (CNIL);;P308-1-1;Délai moyen d'instruction des dossiers et de transmission d'un avis au gouvernement par la CNIL;;Usager;30581.0;Délai moyen de traitement des saisines reçues par les services gestionnaires des plaintes de la CNIL;jours;;212;194;180;180;175;170
DC-P308-1-1;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-1;Commission nationale de l'informatique et des libertés (CNIL);;P308-1-1;Délai moyen d'instruction des dossiers et de transmission d'un avis au gouvernement par la CNIL;;Usager;22013.0;Délai moyen de transmission d'un avis au gouvernement par la CNIL;jours;;82;82;75;75;70;65
DC-P308-1-2;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-1;Commission nationale de l'informatique et des libertés (CNIL);;P308-1-2;Efficience de la gestion des dossiers;;Contribuable;24988.0;Nombre de sollicitations électroniques traitées par an et par un ETP d’agent du service des relations avec les publics de la CNIL;Nb;;1832;1810;1900;1800;1800;1800
DC-P308-1-2;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-1;Commission nationale de l'informatique et des libertés (CNIL);;P308-1-2;Efficience de la gestion des dossiers;;Contribuable;24989.0;Nombre de vérifications conduites auprès des services gestionnaires de fichiers par le service de l’exercice des droits et des plaintes de la CNIL;Nb;;5803;6900;5500;20000;20000;20000
DC-P308-1-3;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-1;Commission nationale de l'informatique et des libertés (CNIL);;P308-1-3;Suivi des mises en demeure de la CNIL;;Citoyen;24990.0;Taux d’effectivité du suivi des mises en demeure et des injonctions adressées par la CNIL aux responsables de traitement et aux sous-traitants;%;;94;91;95;95;95;95
DC-P308-2-1;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-2;Commission d’accès aux documents administratifs (CADA);;P308-2-1;Nombre de dossiers et de réclamations traités par an et par ETP d'agent traitant;;Contribuable;30584.0;Nombre de dossiers sortants par an et par le nombre moyen d'ETP d'agent traitant de la CADA;Nb;;1218;1127;1100;1100;1100;1100
DC-P308-2-1;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-2;Commission d’accès aux documents administratifs (CADA);;P308-2-1;Nombre de dossiers et de réclamations traités par an et par ETP d'agent traitant;;Contribuable;18143.0;Nombre de dossiers entrants par an et par le nombre moyen d'ETP d'agent traitant de la CADA;Nb;;1497;1485;1300;1400;1400;1400
DC-P308-2-2;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-2;Commission d’accès aux documents administratifs (CADA);;P308-2-2;Délai moyen d'instruction des dossiers;;Usager;30590.0;Délai moyen de traitement des ordonnances de la CADA;jours;;38;38;40;40;40;40
DC-P308-2-2;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-2;Commission d’accès aux documents administratifs (CADA);;P308-2-2;Délai moyen d'instruction des dossiers;;Usager;24987.0;Délai moyen de traitement des dossiers de la CADA;jours;;51;52;50;55;55;55
DC-P308-3-1;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-3;Autorité de régulation de la communication audiovisuelle et numérique (ARCOM);;P308-3-1;Pourcentage de personnes ayant reçu une recommandation qui ne se voient pas reprocher de nouveaux comportements de consommation illicite sur les réseaux pair à pair;;Usager;31025.0;A l’issue de la deuxième recommandation;%;;78;Non déterminé;74;78;78;78
DC-P308-3-1;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-3;Autorité de régulation de la communication audiovisuelle et numérique (ARCOM);;P308-3-1;Pourcentage de personnes ayant reçu une recommandation qui ne se voient pas reprocher de nouveaux comportements de consommation illicite sur les réseaux pair à pair;;Usager;31024.0;A l’issue de la première recommandation;%;;92;Non déterminé;99;75;75;75
DC-P308-3-1;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-3;Autorité de régulation de la communication audiovisuelle et numérique (ARCOM);;P308-3-1;Pourcentage de personnes ayant reçu une recommandation qui ne se voient pas reprocher de nouveaux comportements de consommation illicite sur les réseaux pair à pair;;Usager;31026.0;Taux de transmission au procureur de la République;%;;39;Non déterminé;42;44;44;44
DC-P308-3-2;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-3;Autorité de régulation de la communication audiovisuelle et numérique (ARCOM);;P308-3-2;Nombre de fréquences nouvelles autorisées et de nouveaux services conventionnés et notifiés;;Usager;31016.0;Nombre de fréquences nouvelles autorisées et de nouveaux services conventionnés et notifiés (SMAD);Nb;;6;Non déterminé;7;10;10;10
DC-P308-3-2;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-3;Autorité de régulation de la communication audiovisuelle et numérique (ARCOM);;P308-3-2;Nombre de fréquences nouvelles autorisées et de nouveaux services conventionnés et notifiés;;Usager;31014.0;Nombre de fréquences nouvelles autorisées et de nouveaux services conventionnés et notifiés (Radio);Nb;;1455;Non déterminé;2232;1446;1590;291
DC-P308-3-2;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-3;Autorité de régulation de la communication audiovisuelle et numérique (ARCOM);;P308-3-2;Nombre de fréquences nouvelles autorisées et de nouveaux services conventionnés et notifiés;;Usager;31015.0;Nombre de fréquences nouvelles autorisées et de nouveaux services conventionnés et notifiés (TV);Nb;;71;Non déterminé;229;134;41;41
DC-P308-3-3;Programme;BG;DC;Direction de l'action du Gouvernement;P308;Protection des droits et libertés;P308-3;Autorité de régulation de la communication audiovisuelle et numérique (ARCOM);;P308-3-3;Délai moyen d'instruction des dossiers;;Usager;30740.0;Délai moyen de notification des mesures de blocage de sites sportifs et culturels aux fournisseurs d’accès internet par l'ARCOM;Nb jours;;10;8;8;8;8;8
