Type Mission;Mission;Code Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;AE  PLF;CP PLF;AE Prev FDC/ADP;CP Prev FDC/ADP;Ministère
BG;Défense;DA;144.0;Environnement et prospective de la politique de défense;07;Prospective de défense;04;Gestion des moyens et subventions;32.0;3;320290127.0;320290127.0;0.0;0.0;Armées et anciens combattants
BG;Gestion des finances publiques;GA;218.0;Conduite et pilotage des politiques économiques et financières;02;Expertise, audit, évaluation et contrôle;;;23.0;2;2146113.0;2146113.0;0.0;0.0;Budget et comptes publics
BG;Sécurités;SB;152.0;Gendarmerie nationale;04;Commandement, ressources humaines et logistique;01;Commandement, ressources humaines et logistique;63.0;6;12600000.0;12000000.0;0.0;0.0;Intérieur
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;50;Communiquer - Transmission;31.0;3;45200000.0;2328682.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;113.0;Paysages, eau et biodiversité;02;Innovation, territorialisation et contentieux;;;64.0;6;2261052.0;2816007.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Immigration, asile et intégration;IA;303.0;Immigration et asile;04;Soutien;;;51.0;5;42656450.0;33956295.0;0.0;0.0;Intérieur
BA;Publications officielles et information administrative;XJ;623.0;Édition et diffusion;02;Information administrative et vie publique;;;52.0;5;4000000.0;2800000.0;0.0;0.0;Services du Premier ministre
BG;Cohésion des territoires;VA;162.0;Interventions territoriales de l'État;08;Volet territorialisé du plan national d'action chlordécone;;;63.0;6;400000.0;0.0;0.0;0.0;Services du Premier ministre
CAS;Contrôle de la circulation et du stationnement routiers;YE;751.0;Structures et dispositifs de sécurité routière;04;Système d'information Education routière et permis de conduire;;;51.0;5;13450000.0;13450000.0;0.0;0.0;Intérieur
CAS;Gestion du patrimoine immobilier de l'État;YB;723.0;Opérations immobilières et entretien des bâtiments de l'État;14;Gros entretien, réhabilitation, mise en conformité et remise en état;;;31.0;3;50000000.0;45000000.0;0.0;0.0;Budget et comptes publics
BA;Contrôle et exploitation aériens;XC;612.0;Navigation aérienne;01;Soutien et prestations externes de la Navigation aérienne;;;31.0;3;273264132.0;273194168.0;5900000.0;1000000.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Conseil et contrôle de l'État;CA;165.0;Conseil d'État et autres juridictions administratives;06;Soutien;;;21.0;2;32898813.0;32898813.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;10;Soutien;;;23.0;2;2469601.0;2469601.0;0.0;0.0;Services du Premier ministre
BG;Conseil et contrôle de l'État;CA;164.0;Cour des comptes et autres juridictions financières;22;Contrôle des finances publiques;;;23.0;2;189824.0;189824.0;0.0;0.0;Services du Premier ministre
BG;Défense;DA;212.0;Soutien de la politique de la défense;64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;07;Personnel de l'action sociale;21.0;2;43260649.0;43260649.0;0.0;0.0;Armées et anciens combattants
BA;Contrôle et exploitation aériens;XC;614.0;Transports aériens, surveillance et certification;01;Développement durable et régulation;;;52.0;5;3034907.0;3034907.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Sécurités;SB;176.0;Police nationale;06;Commandement, ressources humaines et logistique;11;Subventions et contributions aux opérateurs;64.0;6;5778601.0;5778601.0;0.0;0.0;Intérieur
CAS;Financement des aides aux collectivités pour l'électrification rurale;YK;794.0;Opérations de maîtrise de la demande d'électricité, de production d'électricité par des énergies renouvelables ou de production de proximité dans les zones non interconnectées;07;Transition énergétique;;;63.0;6;2000000.0;2000000.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;05;Gestion financière de l'État hors fiscalité;;;22.0;2;342974797.0;342974797.0;0.0;0.0;Budget et comptes publics
BG;Travail, emploi et administration des ministères sociaux;TB;155.0;Soutien des ministères sociaux;31;Affaires immobilières;;;51.0;5;6194925.0;66023015.0;0.0;0.0;Travail et emploi
BG;Justice;JA;310.0;Conduite et pilotage de la politique de la justice;09;Action informatique ministérielle;;;21.0;2;41703039.0;41703039.0;0.0;0.0;Justice
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;02;Formation initiale et continue de niveau master;;;22.0;2;30822255.0;30822255.0;0.0;0.0;Enseignement supérieur et recherche
CAS;Pensions;YD;742.0;Ouvriers des établissements industriels de l'État;03;Autres dépenses spécifiques;;;23.0;2;133492.0;133492.0;0.0;0.0;Budget et comptes publics
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;09;Soutien;;;52.0;5;11663763.0;12262906.0;0.0;0.0;Budget et comptes publics
BG;Économie;DB;134.0;Développement des entreprises et régulations;13;Régulation des communications électroniques, des postes et de la distribution de la presse (ARCEP);;;52.0;5;200000.0;200000.0;0.0;0.0;Économie, finances et industrie
BG;Anciens combattants, mémoire et liens avec la Nation;MB;169.0;Reconnaissance et réparation en faveur du monde combattant, mémoire et liens avec la Nation;02;PMI, droits et soutien aux invalides;25;Institution nationale des invalides : subventions;32.0;3;14439000.0;14439000.0;0.0;0.0;Armées et anciens combattants
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;03;Enseignement en collège;;;22.0;2;613713211.0;613713211.0;0.0;0.0;Éducation nationale
BG;Défense;DA;146.0;Équipement des forces;10;Protection et sauvegarde;79;Assurer la sûreté des approches, la sécurité de l'Etat, de la nation et des citoyens - Autres opérations;31.0;3;3441800.0;1932890.0;0.0;0.0;Armées et anciens combattants
BG;Recherche et enseignement supérieur;RA;172.0;Recherches scientifiques et technologiques pluridisciplinaires;16;Recherches scientifiques et technologiques en sciences et techniques de l'information;;;32.0;3;1122648520.0;1122648520.0;0.0;0.0;Enseignement supérieur et recherche
BG;Culture;CB;175.0;Patrimoines;01;Monuments Historiques et patrimoine monumental;;;61.0;6;19857131.0;20729772.0;0.0;0.0;Culture
BG;Culture;CB;224.0;Soutien aux politiques du ministère de la culture;07;Fonctions de soutien du ministère;;;22.0;2;277223478.0;277223478.0;0.0;0.0;Culture
BG;Gestion des finances publiques;GA;218.0;Conduite et pilotage des politiques économiques et financières;07;Pilotage des finances publiques et projets interministériels;;;31.0;3;74639624.0;79908562.0;0.0;0.0;Budget et comptes publics
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;63;Renseigner, surveiller, acquérir et reconnaître - Hawkeye;64.0;6;20000.0;3751944.0;0.0;0.0;Armées et anciens combattants
BG;Action extérieure de l'État;AA;105.0;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;22.0;2;23282094.0;23282094.0;0.0;0.0;Europe et affaires étrangères
BG;Agriculture, alimentation, forêt et affaires rurales;AC;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;26;Gestion durable de la forêt et développement de la filière bois;;;62.0;6;17048650.0;23068637.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Cohésion des territoires;VA;162.0;Interventions territoriales de l'État;10;Fonds interministériel pour la transformation de la Guyane;;;31.0;3;71229.0;80000.0;0.0;13200000.0;Services du Premier ministre
BG;Défense;DA;146.0;Équipement des forces;08;Projection - mobilité - soutien;44;Assurer la mobilité - VLTP;51.0;5;2435700.0;64916607.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;44;Transports collectifs;;;31.0;3;1873356.0;1873356.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Économie;DB;220.0;Statistiques et études économiques;06;Action régionale;;;22.0;2;15777736.0;15777736.0;43408.0;43408.0;Économie, finances et industrie
BG;Recherche et enseignement supérieur;RA;190.0;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;14;Recherche et développement dans le domaine de l'aéronautique civile;03;Equipementier;71.0;7;16518519.0;19163511.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Écologie, développement et mobilité durables;TA;345.0;Service public de l'énergie;13;Soutien aux effacements de consommation;01;Soutien aux effacements;62.0;6;187000000.0;187000000.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
CCF;Prêts et avances à des particuliers ou à des organismes privés;ZF;861.0;Prêts et avances pour le logement des agents de l'État;04;Avances aux agents de l'État à l'étranger pour la prise en location d'un logement;;;71.0;7;50000.0;50000.0;0.0;0.0;Économie, finances et industrie
BG;Agriculture, alimentation, forêt et affaires rurales;AC;206.0;Sécurité et qualité sanitaires de l'alimentation;06;Mise en oeuvre de la politique de sécurité et de qualité sanitaires de l'alimentation;;;21.0;2;233929416.0;233929416.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;12;Pilotage, administration et encadrement pédagogique;;;22.0;2;1736732499.0;1736732499.0;0.0;0.0;Éducation nationale
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;05;Politique de l'internat et établissements à la charge de l'Etat;;;21.0;2;38072650.0;38072650.0;0.0;0.0;Éducation nationale
BG;Sport, jeunesse et vie associative;SF;219.0;Sport;03;Prévention par le sport et protection des sportifs;;;63.0;6;100000.0;100000.0;0.0;0.0;Sports, jeunesse et vie associative
BA;Contrôle et exploitation aériens;XC;613.0;Soutien aux prestations de l'aviation civile;01;Ressources humaines et management;;;21.0;2;963520432.0;963520432.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;01;Surveillance et sûreté maritimes;;;31.0;3;13782654.0;13951178.0;9750000.0;9750000.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;68;Opérer en milieu hostile - Hélicoptère TIGRE;51.0;5;461745.0;214336011.0;0.0;8400000.0;Armées et anciens combattants
BG;Défense;DA;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;08;Agence ministérielle de l'intelligence artificielle de Défense;21.0;2;10049692.0;10049692.0;0.0;0.0;Armées et anciens combattants
BG;Enseignement scolaire;EC;140.0;Enseignement scolaire public du premier degré;04;Formation des personnels enseignants;;;31.0;3;22732185.0;22732185.0;0.0;0.0;Éducation nationale
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;01;Pilotage et mise en oeuvre des politiques éducatives;;;22.0;2;188920597.0;188920597.0;0.0;0.0;Éducation nationale
BG;Administration générale et territoriale de l'État;AB;354.0;Administration territoriale de l'État;03;Contrôle de légalité et conseil aux collectivités territoriales;;;21.0;2;89481061.0;89481061.0;0.0;0.0;Intérieur
BG;Défense;DA;178.0;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;10;Emploi des forces;61.0;6;387214522.0;381968070.0;0.0;0.0;Armées et anciens combattants
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;07;Dispositifs spécifiques de scolarisation;;;21.0;2;143310854.0;143310854.0;0.0;0.0;Éducation nationale
BG;Sécurités;SB;152.0;Gendarmerie nationale;01;Ordre et sécurité publics;02;Ordre et sécurité publics -  administration centrale et cabinet;22.0;2;8268595.0;8268595.0;0.0;0.0;Intérieur
BG;Agriculture, alimentation, forêt et affaires rurales;AC;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;23;Appui au renouvellement et à la modernisation des exploitations agricoles;;;62.0;6;5566559.0;21187053.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Sport, jeunesse et vie associative;SF;219.0;Sport;04;Promotion des métiers du sport;;;22.0;2;8607373.0;8607373.0;0.0;0.0;Sports, jeunesse et vie associative
BG;Administration générale et territoriale de l'État;AB;354.0;Administration territoriale de l'État;01;Coordination de la sécurité des personnes et des biens;;;21.0;2;121375196.0;121375196.0;0.0;0.0;Intérieur
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;61;Frapper à distance - Autres opérations;31.0;3;121640729.0;183123428.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;181.0;Prévention des risques;10;Prévention des risques naturels et hydrauliques;;;62.0;6;200000.0;200000.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Plan de relance;PR;363.0;Compétitivité;04;Mise à niveau numérique de l'État, des territoires et des entreprises – modernisation des administrations régaliennes;;;51.0;5;0.0;1793295.0;0.0;0.0;Budget et comptes publics
BG;Recherche et enseignement supérieur;RA;193.0;Recherche spatiale;02;Développement de la technologie spatiale au service de l'observation de la terre;;;32.0;3;129967883.0;129967883.0;0.0;0.0;Économie, finances et industrie
BG;Anciens combattants, mémoire et liens avec la Nation;MB;169.0;Reconnaissance et réparation en faveur du monde combattant, mémoire et liens avec la Nation;09;Politique de mémoire;01;Mémoire & patrimoine mémoriel;63.0;6;950000.0;950000.0;0.0;0.0;Armées et anciens combattants
BA;Publications officielles et information administrative;XJ;624.0;Pilotage et ressources humaines;01;Pilotage, modernisation et activités numériques;;;51.0;5;2122370.0;4625620.0;0.0;0.0;Services du Premier ministre
BG;Défense;DA;178.0;Préparation et emploi des forces;05;Logistique et soutien interarmées;80;Fonction santé;51.0;5;92062473.0;90211481.0;0.0;0.0;Armées et anciens combattants
